sentence1,sentence2,label
应还200，逾期一天怎么算罚息,我想问一下  我现在逾期一天会影响信用不，还可以在微粒贷借钱不,0
格列本脲片,格列苯脲片,1
结清后能立马重新借吗,逾期以后全部还清是否还可以借款,0
我怎么查询欠款情况？,如果逾期了，可以申请延迟还款吗？,0
你好   为什么没有扣款呢,没有解决；可以换一张卡还款嘛,0
什么时候还款,今日还款,0
申请,如何开通微粒贷,0
胃炎冲剂,胃炎颗粒,1
今天上午能到帐吗,也没到帐,0
为什么我的流水这么大 还没有额度,为什么我是受邀客户，但是却没有额度，,0
我无法打开微众的APP,微众银行APP上可以借贷吗,0
止呕,止呕,1
别人都有，我对腾讯贡献这么多,腾讯怎么查授信,0
短信验证码校验失败,今天分次借款，仅有两次成功，其他提示验证码错误，超过六次，还要借的话怎么办?,0
什么时候还款,1000分十个月还，每个月还多少,0
2583逾期一天怎么算利息,你好，偶尔逾期一天或者两天会不会有不良记录？,0
看不见,如何获得邀请权限,0
一次性还清，还可以继续贷款吗？,为什么我提前还款微粒贷了 但是不能再贷钱了,0
凝血四项,凝血四项,1
我想把微粒贷关掉,我的微粒贷需要电话确认，现在还没打电话，我现在不需要了，咋样取消？,0
为什么凌晨扣款没有扣？,17点扣款失败？,0
什么时候致电,一般审核借款要多久时间？,0
怎样贷,我怎么才能看到微粒图标？,0
为什么提前还款后不能再借,全部还款后可以立刻借钱么？,0
全额还款怎么算利息,为什么不能用微信还钱的?,0
可以了吗,我还完为什么不能申请了？,0
一万多少钱一天,假如借款后还款日忘记还款过了几天才还那怎么办,0
乱扣钱？,你好！如果1万分5期，三天后还完，扣多少钱呢？,0
不能投资？,不能用做证券投资就是不能买股票吗？请问,0
怎么没扣款呀,今下午两点前可以存上钱。请抵扣，谢谢！,0
为什么借款时一直提示要先解绑该银行卡再重新绑定？,扣扣绑定的银行卡解绑了影响还款么,0
怎么改邦定的卡,如何解绑,0
借款发放失败，原申请以撤销是什么意思,借款被退回,0
为什么我会没有额度,开通不了,0
点我换卡无法加载,银行卡的预留电话号码没有用了怎么办,0
多久会来电话,那要等多久,0
今天借钱还款什么时候,什么时候才能还款,0
我的微贷还款日,今天还款日，明天还可以吗,0
再长能借多久,分几期还款,0
如果现在借还款期是什么时候？,今天是还款日，什么时候能还,0
不是十五分钟可以到帐吗？,一次申请不成功，是否意味着永久申请不了,0
提前还完所有款在借款可以吗,怎么样借款,0
不能开户怎么办,为什么我开户总说不匹配,0
你好，登录不上呢,都是没用的，要咋打开，光闪退,0
扣款啊,烦请帮忙协调下，因个人陪同领导在外边培训开会，周一才能到京主动还款，烦请备注协调下，并非恶意拖欠，非常感谢！！！,0
为什么消费那么多都没有 怎样开通,我的还款卡可以在这里查询余额吗,0
借贷结清证明,我想问一下我能借八千五，可是在操作借款的时候发现系统默认的分十个月还清，我想随时还清，可能一星期左右就能还清了可以吗,0
绑定的卡能解除吗,绑定银行卡,0
怎么手动还款,可以用信用卡还款吗,0
你好借几天就算几天利息吗？,7天免利息从什么时候开始到什么时候结束,0
开通个人货款,1:微粒贷可以申请吗,0
这个是用几天算几天利息吗,你好，我刚刚借了4W，过几天就还，需要多少手续费？,0
我卡上有钱，怎么总是扣款失败？,所以扣款不成功,0
登录不了怎么办？,怎么登录又闪退？,0
我要咨询问题 自己办的分期怎么还 超过一天会影响什么,我的第一期还款15号到期～15号下午还有没有问题,0
借款失败,怎么提升淘宝和人行征信？,0
有限制,我今天转入时，有一行黄色字体提醒有限制额度,0
身份证号输错,额度显示有36000，实际申请时显示身份证错误次数多，无法借款,0
身份证还没认证,请求信息违法？,0
什么样的才能成为邀请客户,你好帮我开通一下微粒贷好吗谢谢,0
月息是多少,我的微粒贷日利息是0.04%,0
在吗？ 支持的银行,建行,0
APP下载,APP我下载好了,0
我的Q有没有微粒贷这个功能？,微粒贷业务介绍,0
为什么定期存款页面不见？我现在有点害怕,定期存款与其他银行一样吗，受存款保险保证吗？,0
借款多尔到账,你这后期是多久,0
为什么要反复输入密码验证,为什么申请借钱输入密码验证后调回之前的界面,0
我符合上面条件咋没资格抢,问怎样从官方页面进入抢购活动,0
QQ号: 问题描述：如何申请微粒贷,可是28号申请的，现在也没消息,0
入口在哪,就是我想借代三千,0
我记得有一次我通过其他银行卡还的一次怎么现在找不到了,我这个借过了，我还能用别的银行卡借嘛？,0
你好我今天刚贷的  下个月多少号还,今天是我的还款日，但我现在在出差，明天才能到地方存钱，怎么办,0
你好！我刚申请到7天免息期，那如果我要借4万，7天后就还款，需要付利息吗？,一次七天免息机会领取,0
借钱的时候显示不符合微众银行审批要求,怎么才能够通过审批？,0
怎么可以关闭微粒贷,刚刚我老婆在这里贷了12000可以取消吗,0
你好，请问每个月只还利息吗？还是连本带息一起还？,如果我明天就全还款有利息嘛,0
降糖药,降糖药物,1
1:为什么显示无法借钱,~~~我想使用微粒贷但是系统告诉我我没有满足微众银行的审批要求这是为什,0
水肿,轻度水肿,1
借款神器红包没看见有,受邀有条件吗,0
为什么零钱不能还款呀,现在资金短缺无法还钱！能下月同时还嘛,0
是不是微信和qq微粒贷只能有一个,为什么每次进微粒贷都没额度呢,0
托烷司琼,托烷司琼,1
我办的借款，客服没打电话，钱也没有到账。,你好  一般额度多久提升一次啊,0
一次性还一笔以后额度会马上恢复吗？可以马上贷出来吗,你好，如果我借款时间是5个月，如果我提前还款还会有利息吗,0
我上次借了2000提前还了钱，额度也没上升,我的额度多少钱,0
我是想问日利率是多少,1000块每月总息是多少,0
一笔还清了，可以恢复额度吗,一个星期可以申请借款两次吗？,0
第一次还款失败，说是在17:00前还会扣款，怎么现在也没扣呢？,昨天扣款不成功，今天再扣，会影响我的信用吗？,0
胰腺稍粗,胰腺稍粗,1
为何借款失败,借款失败咋整,0
绑定银行卡,我已绑定银行卡。如何借贷,0
每月的还款额是一样吗？,有没有不用分期，限期全部还清就可以了的?,0
微粒贷怎么有资格开通,开通微粒袋 我想贷款,0
盐酸舍曲林片,盐酸舍曲林片,1
什么时候可以用到借款服务,什么是可接额度,0
腹痛,脐周压痛,1
还款日什么时间扣还,过了还款日一天,0
借款只可以用于日常消费？,人品值,0
亲昨天我申请了借款需要才可以到账,五一期间能借钱吗,0
安全吗,补充身份信息栏如何填写,0
我已还清26000左右,如果之前还有款没用还清，必须还要用同一张卡吗？,0
淀粉酶,淀粉酶,1
是你们客服电话吗,你好打客服电话能借贷吗,0
为什么一进理财微众银行就自动退出,为啥微众银行账号不能绑定微信,0
‍我的‍微‍众‍怎么‍进‍不去,qq钱包怎样绑定微众银行,0
怎么没有扣款啊！,还款失败,0
你好 微信端如何才会被系统邀请成为微粒贷用户呀,就一个电脑一个人工台吗,0
1:为什么我没有微粒贷,QQ上为什么有微信上没有,0
还款日下午才还可以吗,还款什么时候可以在贷,0
克罗恩病,克罗恩病,1
什么时候可以用微信和支付宝充值啊？,怎么老显示信息核实未通过,0
你们有客服热线吗？,是不是你们微众银行号码？,0
提前还清额度会即时灰服吗,提前还清借款能不能在原来的额度上提高额度,0
那个图标又不见了,原本我有微粒贷的，但是我删掉银行卡之后就不见了,0
借钱，需要钱,不会多扣钱吧,0
建设限额,10.1期间个人转出限额,0
钱包没图标,怎样加入,0
你们最高一笔是4万嘛？,一次4万！最多几次,0
分期之后可以提前还清欠款吗,就是说提前还完钱，是不是利息也少,0
.换卡,换卡 等多久哦？,0
修改代扣银行卡,你好我要更换卡号,0
K开通,为什么我不能开通微粒贷？,0
10000我一天还多少,如何查我的账单,0
我贷款了15000元，分10个月还。每个月连本带息是多少，谢谢。,还款期限,0
0PP手机没微粒货怎么办,1怎么获取资格,0
不可以从微信钱包扣款吗？,为什么不能用微信钱包零钱还款,0
为什么我被降低额度了,怎么可以降低额度,0
你好我想咨询下，我要更改还款卡号，怎么操作,如何修改还款顺序,0
查账,我还想借，还款之后是不是就可以借,0
眼睑结膜苍白,眼睑结膜苍白,1
什么时候才有微粒贷,刚刚钱款到账,0
吲达帕胺,吲达帕胺,1
逾期到还款日的第二天我该怎么还款,可以逾期几天还款,0
直接关闭微粒贷,注销以后还可以开通吗,0
为何我微信没微粒贷呢,借款到那里,0
提前还清还需扣利息吗,我有额度，但是借了，然后提前还清。现在为什么借，显示未满足审核标准？我没有逾期过啊。,0
为什么审核末通过,一般都多长时间打确认电话,0
你好！请问每个月都按时还款了就会提高额度么？,你好我想问下  我前几个月还可以借款,0
借钱时间段,余额到账,0
12点前算有逾期吗,今天就是还款日，可是刚才忙。错过了扣款时间,0
今天的还款没成功怎么办？,今天早上的时候因为我卡里不够钱了，所以还款失败了,0
超过几点钟则算两天的利息,我借了一万 什么时候到账 十个月分期 怎么还款 利息多少,0
开通了又不给额度,你说的问题都解决不了我的问题 请回答 我现在能长额度吗,0
你好，请问我提前还清可以提供结清证明吗？,你好，怎么能开结清证明,0
怎么获得帐号,怎么我不能,0
加收利率的50%罚息  什么意思,是否已经还清欠款,0
为什么我申请不到呢,帮我查询然后帮我开通,0
QQ可以，为何这里不可,18岁可以有微粒贷吗,0
最近活动,我想拉团队加入，有什么优惠政策吗？,0
回访电话怎么没有打,在QQ上借了500，找不到还钱软件了,0
但是每笔不能超过4万？,一笔可以借4万，可以借两笔吗,0
一直在等待电话通知,一般审核需要多久,0
